invalid_vid_link
https://www.youtube.com/watch?v=VLQTRlLGz5Y#t=13m11s
https://www.youtube.com/watch?v=wyqiS_A8UNU
https://www.youtube.com/watch?v=3I2zEmgdLNo
https://www.youtube.com/watch?v=q8qZAW3XWoc
https://www.youtube.com/watch?v=qszIHR-mqcQ
https://www.youtube.com/watch?v=nshVA1z9vv8
https://www.youtube.com/watch?v=IujWQpFXgXI
https://www.youtube.com/watch?v=WMRECIoPVJs
https://www.youtube.com/watch?v=d0D3szKFpXw
https://www.youtube.com/watch?v=lvh6NLqKRfs&
https://www.youtube.com/watch?v=HUzQIZLQxA0&ab_channel=StatQuestwithJoshStarmer
https://www.youtube.com/watch?v=J8jNoF-K8E8&ab_channel=StatQuestwithJoshStarmer
https://www.youtube.com/watch?v=CJvmp2gx7DQ&t=577s&ab_channel=zedstatistics
https://www.youtube.com/watch?v=03-MZBxmKVM&ab_channel=MicrosoftPowerBI
https://www.youtube.com/watch?v=7Jl-RwkzqQ4&ab_channel=TableauTim
https://www.youtube.com/watch?v=JFkkII-ZvRA&ab_channel=PenguinAnalytics
https://www.youtube.com/watch?v=MZoRKtbfG7o&ab_channel=EmpoweredAnalysts
https://www.youtube.com/watch?v=vBuQ3_WxA0g&ab_channel=EmpoweredAnalysts
https://www.youtube.com/watch?v=77GDiGd1_UU&ab_channel=CalebCurry
https://www.youtube.com/watch?v=hW242254k3w&list=PL_c9BZzLwBRLrHc6MntpdrNPKoC2tJr0z
https://www.youtube.com/watch?v=23qemkDqMVY&ab_channel=GuyinaCube
https://www.youtube.com/watch?v=qzZU6LAtIig&ab_channel=AlexTheAnalyst
https://www.youtube.com/watch?v=RSlqWnP-Dy8&t=295s&ab_channel=AlexTheAnalyst
https://www.youtube.com/watch?v=BYDwtDU4ubY&ab_channel=AnthonyB.Smoak
https://www.youtube.com/watch?v=5GD-SD7x_O4&ab_channel=AnthonyB.Smoak
